,source_id,date_time,title,excerpt,article_url,image_url,author,author_url
0,,2021-03-01 23:00:00,Crypto Listing and Delisting Announcements: Week 9,,https://cryptonews.com/news/crypto-listing-and-delisting-announcements-week-9-9390.htm,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",,
1,,2021-03-01 17:12:19,Crypto Market Sentiment Leaves the Positive Zone; Only Tether Green,,https://cryptonews.com/news/crypto-market-sentiment-leaves-the-positive-zone-only-tether-9388.htm,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",,
2,,2021-03-01 16:16:00,Cardano Meets Mary as ADA Still Occupies 3rd Spot by Market Cap,,https://cryptonews.com/news/cardano-meets-mary-today-as-ada-still-occupies-3rd-spot-by-m-9383.htm,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",,
3,,2021-03-01 15:57:49,LetsExchange Awards Unlimited Bonuses in Crypto to the First Users of Its New Exchange Service,,https://cryptonews.com/news/letsexchange-awards-unlimited-bonuses-in-crypto-to-the-first-9381.htm,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",,
4,,2021-03-01 15:07:35,"Bitcoin, Ethereum and Altcoins Show Signs of Trend Reversal",,https://cryptonews.com/news/bitcoin-ethereum-and-altcoins-show-signs-of-trend-reversal-9386.htm,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",,
5,,2021-03-01 13:11:00,Coin Race: Top Winners/Losers of February; Binance Coin Wins the Race,,https://cryptonews.com/news/coin-race-top-winners-losers-of-february-binance-coin-wins-t-9378.htm,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",,
6,,2021-03-01 07:55:00,"Bitcoin, Ethereum and Altcoins Recover, Key Resistance Intact",,https://cryptonews.com/news/bitcoin-ethereum-and-altcoins-fluctuate-key-resistance-intac-9375.htm,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",,
7,,2021-02-27 14:00:00,"Crypto Exchanges Scale, But Outages Likely To Remain A Fact Of Life",,https://cryptonews.com/exclusives/crypto-exchanges-scale-but-outages-likely-to-remain-a-fact-o-9371.htm,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",,
8,,2021-02-27 13:00:00,"BTC Downturn, ETH Scaling, Coinbase Listing and 20 Crypto Jokes",,https://cryptonews.com/exclusives/btc-downturn-eth-scaling-coinbase-listing-and-20-crypto-joke-9349.htm,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",,
9,,2021-02-27 11:50:00,FreeBitco.in Acquires 3.75B FUN Tokens to Promote Transparency in iGaming,,https://cryptonews.com/news/freebitco-in-acquires-3-75b-fun-tokens-to-promote-transparen-9372.htm,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",,
10,,2021-02-26 19:41:00,"Kraken Valuation, Millions Of Crypto Robinhoods, 1inch Bridge + More News",,https://cryptonews.com/news/kraken-valuation-millions-of-crypto-robinhoods-1inch-bridge-9366.htm,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",,
11,,2021-02-26 15:11:31,"Bitcoin Sets New Weekly Low, Ethereum and Altcoins Hold Key Support",,https://cryptonews.com/news/bitcoin-sets-new-weekly-low-ethereum-and-altcoins-hold-key-s-9363.htm,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",,
12,,2021-02-26 11:00:00,"Animoca Brands Brings ""MotoGP™ Ignition"" to Flow Blockchain, Announces First Collectibles NFT Sale",,https://cryptonews.com/news/animoca-brands-brings-motogp-ignition-to-flow-blockchain-ann-9355.htm,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",,
13,,2021-02-26 07:44:00,"Bitcoin, Ethereum and Altcoins Drop After Tagging Resistance",,https://cryptonews.com/news/bitcoin-ethereum-and-altcoins-drop-after-tagging-resistance-9353.htm,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",,
14,,2021-02-25 15:23:00,"Coinbase Aims For USD 1B Direct Listing, Reveals Results and Plans",,https://cryptonews.com/news/coinbase-announces-usd-1b-direct-listing-9346.htm,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",,
15,,2021-02-25 15:12:40,"Bitcoin, Ethereum and Altcoins Consolidate Below Major Hurdles",,https://cryptonews.com/news/bitcoin-ethereum-and-altcoins-consolidate-below-major-hurdle-9345.htm,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",,
16,,2021-02-25 15:01:00,"'Scaling Coming to Ethereum in March', Optimism Announces Mainnet Launch",,https://cryptonews.com/news/scaling-coming-to-ethereum-in-march-optimism-announces-main-9344.htm,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",,
17,,2021-02-25 07:51:00,"Bitcoin, Ethereum, and Major Altcoins Show Signs of Weakness",,https://cryptonews.com/news/bitcoin-ethereum-and-major-altcoins-show-signs-of-weakness-9336.htm,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",,
18,,2021-02-24 15:26:00,"Bitcoin Struggles at USD 50K, Ethereum and Altcoins Gain Momentum",,https://cryptonews.com/news/bitcoin-still-above-usd-50k-ethereum-and-altcoins-gain-momen-9331.htm,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",,
19,,2021-02-24 15:16:20,Binance Tests New IEO Format With AC Milan Fan Token,,https://cryptonews.com/news/binance-tests-new-ieo-format-with-ac-milan-fan-token-9329.htm,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",,
20,,2021-02-24 13:46:01,"Don't Blame Bitcoin Miners For Price Dips, Says Analyst",,https://cryptonews.com/news/don-t-blame-bitcoin-miners-for-price-dips-says-analyst-9328.htm,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",,
21,,2021-02-12 13:34:27,Nigerian Senators Blast Central Bank For Its Crypto Ban,,https://cryptonews.com/news/nigerian-senators-blast-central-bank-for-its-crypto-ban-9210.htm,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",,
22,,2021-02-12 09:35:00,"Jay-Z & Jack Dorsey Give BTC 500 for Bitcoin Development, New India Ban Rumors Emerge",,https://cryptonews.com/news/jay-z-jack-dorsey-give-btc-500-for-bitcoin-development-new-i-9207.htm,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",,
23,,2021-02-11 17:32:00,Analysts Deconstruct Bitcoin vs. Ethereum Debate As Alts Outperform,,https://cryptonews.com/news/analysts-deconstruct-bitcoin-vs-ethereum-debate-as-alts-outp-9203.htm,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",,
24,,2021-02-11 11:04:00,DeFi Trilemma Solution and Layer-0 Network Layer Marlin to Debut on ProBit Exclusive February 16,,https://cryptonews.com/news/defi-trilemma-solution-and-layer-0-network-layer-marlin-to-d-9195.htm,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",,
25,,2021-02-10 17:38:50,"Crazy Bitcoin and Ethereum Fees Dampen Rally, Help Competitors",,https://cryptonews.com/news/crazy-bitcoin-and-ethereum-fees-dampen-rally-help-competitor-9188.htm,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",,
